Event Name,Description,Theme
Thought Bubble,descriptionweekly discussion event afsa family invited discussion event biggest brainstorm event let us see best ideas next semester,Group Business
6th General Meeting,descriptioncome join us informational meeting guest speaker,Group Business
Second SPA Grad Meeting Fall 2023,descriptionel de noviembre tendremos nuestra segunda reunin del el ao escolar la meta principal ser hablar del congreso que vamos tener en la primavera para los estudiantes graduados de lingsticaliteratura espaola en arizona hacer tan concretos como sea posible los detalles,Group Business
SCMA Mentorship Event #3,descriptionjoin scma third mentorship event semester come network mentors mentees scma learn unique topics professional development supply chain attendance limited scma members currently enrolled scma fall mentorship program,Group Business
CBIZ Career/Recruitment Speaker Event,descriptionhear consulting accounting career opportunities available cbiz look like cbiz management consulting firm offers wide range financial advisory specialized solutions businesses individuals helping optimize operations navigate complexities achieve strategic goals,Group Business
Pledge Meeting,descriptioneach week fraternity pledge meeting help young members grow principled business leaders teach professional skills help succeed organization careers,Group Business
Coffee Chats,descriptionjoin us coffee chats opportunity learn hbsas leadership opportunities within officer team describing advantages joining officer team explaining expectations responsibilities role,Group Business
The Bugs List,descriptioncommunity integral entrepreneurship stronger together apart join us candy drinks work asu students tackle difficult problem social issue come innovative solutions,Group Business
Informational Meeting,description pi lambda chi latina sorority inc hosting informational meeting provide potential new members opportunity learn indepth organization members,Group Business
Thought Bubble,descriptionweekly discussion event afsa family invited discussion event going come together reflect experiences freshmen year talk going talk struggles afsa fix,Group Business
Indigenous Career Mixer,descriptionin honor native american heritage month students native american business organization alliance indigenous peoples arizona state university would like invite attend first annual indigenous career mixer event fun casual way meet talented indigenous students asu hosted students students indigenous alumni professionals make connections tabling set please come enjoy light refreshments lofi music great conversations,Group Business
S'mores With W. P. Carey Faculty,descriptionmark calendars want miss join business ambassadors polytechnic smores sunset yes heard correctly smores sunset morrison school agribusiness faculty staff well w p carey school business faculty staff attending sweet treats,Group Business
Circular Economy Club’s First Sustainability Careers Panel,descriptionthe circular economy club delighted invite first sustainability career panel please join us alongside diverse panel four esteemed phoenixbased sustainability professionals delve remarkable career paths explore students thunderbird asu start sustainability career journeys esteemed speakers hail various backgrounds encompassing corporate finance esg nonprofit organizations startup sector share valuable insights myriad avenues available integrating sustainability career trajectory regardless specific industry area focus event feature interactive open panel discussion followed networking refreshments join us insightful event answers sustainability career questions keep night,Group Business
Watts College + Career Services Networking Mixer,descriptionjoin us networking mixer employees students staff faculty alumni come together expand networks improve interview skills share experiences engage workshops panel discussions valuable networking opportunities foster personal professional growth open event chance connect learn grow register part dynamic community,Group Business
