event_name,datetime,description,host_org,event_perks,categories,location,event_weekend
Infernofest,2024-08-20 21:00:00,"InfernoFest 2024 presented by the Programming Activities Board (PAB) with support from RHA (Residence Hall Association) Join us for ASU's signature Fall Concert: InfernoFest 2024 Tuesday, August 20, 2024 Gates will open at 8:45 p.m. directly following Sun Devil Welcome Live at Mountain America Stadium Free for all ASU students! Visit https://eoss.asu.edu/fest tickets for ticket information.   or   Experience the concert virtually (requires log in for students only). Livestream at https://eoss.asu.edu/fest tickets.  **Clear bag policy will be in effect.** No other bags or backpacks, water bottles, or umbrellas permitted!  Follow @ASUPAB for more information.",Host Organizations Programming and Activities Board - University Wide  Programming and Activities Board - Tempe  Programming and Activities Board - Downtown Phoenix  PAB-West Valley,,"PAB Event, Welcome Event, University Signature Event, In-Person Event, New Student Experience",Mountain America Stadium,0
Informatinal,2024-09-03 18:30:00,"Students interested in joining our organization will learn about the requirements, what we stand for and do as an organization.","Lambda Theta Nu Sorority, Inc",,,Farmer Education Building,0
Informational,2024-08-28 12:00:00," Right after Open House, students interested in joining our organization will learn about the requirements, what we stand for and do as an organization.","Lambda Theta Nu Sorority, Inc",,,Memorial Union - 224 Gila,0
Informational,2024-08-28 20:00:00,"The Wahati Chapter of Lambda Sigma Upsilon Latino Fraternity Inc. will be hosting an informational to give an in depth look at what Lambda Sigma Upsilon Latino Fraternity Inc. is about, some historical background information, and oversight into requirements needed for ASU Students who are interested in potentially becoming a brother of Lambda Sigma Upsilon Latino Fraternity Inc.","Lambda Sigma Upsilon Latino Fraternity, Inc.",,"Clubs and Organization Information, General, Culture @ ASU, In-Person Event, Cultural Connections and Multicultural Communities of Excellence","Greek Leadership Community Center 915 S Rural Rd. , Tempe, ",0
Informational,2024-09-10 18:30:00,"Students interested in joining our organization will learn about the requirements, what we stand for and do as an organization.","Lambda Theta Nu Sorority, Inc",,,GLCC,0
International Night,2024-08-22 18:15:00,"Attention International Students! Join us for International Night featuring diverse food hosted by Latinos@asuCatholic, India@asuCatholic, and Africa@asuCatholic. Bring your festive gear and dancing shoes for a night of celebration and fun!",All Saints Catholic Newman Center, Food,,"All Saints Catholic Newman Center230 E. University Dr, Tempe, ",0
International girls day celebration,2024-11-14 16:00:00,Celebrating by making bracelets at the kd glv,Kappa Delta,,,KD glvkd glv,0
Ironman Arizona,2024-11-17 12:00:00,To support a local Tempe charity and engage students with hands on service work., Business School Council,,,"Tempe Beach Park, Adress: 80 W Rio Salado Pkwy, Tempe,  85281",1
Is Data Science Obsolete in the Age of AI?,2024-10-23 10:00:00,"In this Open Lab, Digital Humanities Analyst Namig Abbasov will seek to answer questions such as “Machine age … stuff like that….” Many of us remember this quote from the “Push Button Kitty” episode of our favorite childhood cartoon “Tom and Jerry,” where Tom’s human asks the cat to leave his job and hence the house as she gets a new mouse catcher, a robotic one. The episode was released in 1952. After more than 70 years, humans in various job roles, including data science, are on the brink of being replaced by artificial intelligence (AI) after the advent of transformer architecture and subsequent rapid developments in generative AI. Will the rising developments in AI replace data scientists? How is generative AI transforming data science? How does the landscape of the data science job market look after the rapid developments in deep learning, generative AI and large language models (LLMs)? Register: https://asu.libcal.com/event/12733572", Library,,,Online,0
Jason Weber ASU PD GLV Safety Presentation and Open Forum,2024-09-10 17:00:00,Jason Weber from ASU PD will be coming in to present safety tips to our community regarding our on campus chapter living facilities. As well as do a Q & A portion to help bring resolutions to concerns from community members., Panhellenic Council,,,"Greek Leadership Community Center975 S Rural Rd, , Tempe,  85281, Tempe,  ",0
Join Us! 1st Fall Semester Meeting!,2024-09-04 16:30:00,Join us for a small networking event with club members as well as games & prizes! Learn about SHRM (Society of Human Resource Management) at ASU!,SHRM at ®,,,Online,0
KD Chapter meetings,2024-09-09 19:00:00,Chapter meetings for Kappa Delta.,Kappa Delta,,,Tempe classroomtempe classroom,0
Krishna Jayanthi,2024-08-30 16:30:00," Jai Shri Krishna!    Greetings from South Indian Vedic Association and Sri Venkata Krishna Kshetra Temple. Join us in celebrating the joyous occasion of Janmashtami, a time to honor the birth of Lord Krishna with devotion, enthusiasm and festive spirit.  Immerse yourself in an event filled with cultural vibrancy, traditional rituals and spiritual joy. Experience the sacred rituals of Krishna Puja, Bhajan and enjoy performances of Krishna songs and dances.  Engage in a delightful skit that brings Krishna’s stories to life and participate in exciting games like Treasure Hunt (find the butter across campus). Real Life Ludo and more games. Let’s come together to celebrate our heritage and foster a deeper connection with the divine Krishna.  Your presence will make this celebration even more special.  We look forward to celebrating this auspicious occasion with you!  Event Highlights: Krishna Puja, Bhajan and Priest Blessing, Treasure Hunt, Real Life Ludo and more games, Interactive Storytelling and Skit. Traditional Dance and Singing Events, Delicious South Indian Food, Exicitng Prizes and Giveaways.  Bhagavad Gita (Chapter 11, Verse 40):  namah purastad atha prishthatas te namo ’stu te sarvata eva sarva |  ananta viryamita vikramas tvam sarvam samapnoshi tato ’si sarvah ||   Arjuna to Krishna",South Indian Vedic Association, Food   Stuff,"Culture @ ASU, International"," Student Pavilion - Senita Ballroom400 E Orange St., Tempe,  ",0
Let's Talk Dance,2024-09-27 18:30:00,"This evening provides an opportunity to engage with individuals from diverse backgrounds and discuss the current trends within the dance community. We'll explore the advantages and disadvantages, the impact on mental well being, and the evolution of the community. This conversation will offer insights into navigating the world as a dancer. It's open to all students interested in future performances, either as part of the team or as individuals.",Lasya at , Food,,"Ventana A, Memorial UnionTempe Campus",0
Library Game Night,2024-08-23 18:00:00,"All are welcome to join us for the annual Game Night at the Polytechnic campus library. Enjoy a slice of pizza, join in the fun with any of the more than 20 board games or bring your own! You may possibly earn a prize or two before the night is over.", Polytechnic, Food   Stuff,"PAB Event, Welcome Event, New Student Experience",Polytechnic Library,0
MLFTC Faculty Welcome for Transfer Students,2024-08-14 16:00:00,"Especially for new transfer students, meet some of your new professors, learn about the classes you're going to take, and get answers to questions about what to expect and what it's like to be an education major at ASU.",Host Organizations Teachers College Office of Academic and Career Success (OACiS)   Tempe    West Valley,,Welcome Event,Online,0
MU Tabling,2024-08-29 10:00:00,A tabling event at the Memorial Union for any guys interested in Greek life.,Sigma Alpha Mu,,,Memorial Union,0
